id_usuario,idade,faixa_etaria,sexo,indicador_inadimplencia,quantidade_emprestimos,emprestimos_imobiliarios,emprestimos_outros,tipos_emprestimos,ultimo_salario,atraso_superior_90_dias,linhas_de_credito_nao_garantidas_por_ativos_pessoais,indice_endividamento,numero_dependentes,idade_risco,emprestimo_risco,salario_risco,atraso_risco,endividamento_risco,credito_risco,genero_binario,idade_binario,emprestimo_binario,salario_binario,atraso_binario,endividamento_binario,credito_binario,dependentes_quartil_binario,total,total_binario
31183,23,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
24255,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
13724,23,21-30,Feminino,0,1,0,1,Outros,6675,0,1,0,0,"0,02","0,03","0,02",0,"0,02","0,07",1,0,0,0,0,0,1,0,1,0
1791,23,21-30,Masculino,0,1,0,1,Outros,6622,0,0,1,0,"0,02","0,03","0,01",0,"0,03",0,0,0,0,0,0,0,0,0,0,0
24688,23,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
30323,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
20894,23,21-30,Masculino,0,1,0,1,Outros,3200,0,1,0,0,"0,02","0,03","0,03",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
6958,23,21-30,Feminino,0,1,0,1,Outros,6675,0,1,40,0,"0,02","0,03","0,02",0,0,"0,07",1,0,0,0,0,0,1,0,1,0
28152,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
2393,23,21-30,Feminino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",1,0,0,0,0,0,1,0,1,0
24963,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
23215,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
9347,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
2243,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
223,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
26965,23,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
3314,23,21-30,Masculino,0,1,0,1,Outros,6675,0,1,582,0,"0,02","0,03","0,02",0,0,"0,07",0,0,0,0,0,0,1,1,2,0
29965,23,21-30,Masculino,0,1,0,1,Outros,6675,0,0,0,0,"0,02","0,03","0,02",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
2262,23,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
16494,23,21-30,Masculino,0,1,0,1,Outros,2600,0,1,0,0,"0,02","0,03","0,02",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
3569,23,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
34659,23,21-30,Feminino,0,1,0,1,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",1,0,0,0,0,0,1,0,1,0
28293,23,21-30,Feminino,0,1,0,1,Outros,1800,0,1,0,0,"0,02","0,03","0,05",0,"0,02","0,07",1,0,0,0,0,0,1,1,2,0
879,23,21-30,Feminino,0,1,0,1,Outros,6622,0,1,249,0,"0,02","0,03","0,01",0,"0,2","0,07",1,0,0,0,0,1,1,0,2,0
25214,23,21-30,Masculino,0,2,0,2,Outros,2000,0,1,0,0,"0,02","0,04","0,03",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
4357,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
2686,23,21-30,Feminino,0,2,0,2,Outros,1527,0,0,0,0,"0,02","0,04",0,0,"0,02",0,1,0,1,0,0,0,0,1,2,0
15354,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
29260,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,152,0,"0,02","0,04","0,01",0,0,"0,07",0,0,1,0,0,0,1,0,2,0
32564,23,21-30,Feminino,0,2,0,2,Outros,6675,0,1,61,0,"0,02","0,04","0,02",0,0,"0,07",1,0,1,0,0,0,1,0,2,0
11223,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
7334,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,19,0,"0,02","0,04","0,01",0,"0,04","0,07",0,0,1,0,0,0,1,0,2,0
6411,23,21-30,Masculino,0,2,0,2,Outros,1500,0,1,0,0,"0,02","0,04","0,02",0,"0,02","0,07",0,0,1,0,0,0,1,1,3,0
29627,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,6,0,"0,02","0,04","0,01",0,0,0,0,0,1,0,0,0,0,0,1,0
1141,23,21-30,Feminino,0,2,0,2,Outros,1800,0,0,0,0,"0,02","0,04","0,05",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
11842,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,25,0,"0,02","0,04","0,01",0,0,"0,07",0,0,1,0,0,0,1,0,2,0
4842,23,21-30,Masculino,0,2,0,2,Outros,3333,0,1,0,0,"0,02","0,04","0,02",0,"0,02","0,07",0,0,1,0,0,0,1,1,3,0
23258,23,21-30,Feminino,0,2,0,2,Outros,2500,0,0,0,0,"0,02","0,04","0,04",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
23738,23,21-30,Feminino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",1,0,1,0,0,0,1,0,2,0
31732,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,1,3,0
17316,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
29248,23,21-30,Masculino,0,2,0,2,Outros,1855,0,1,0,0,"0,02","0,04",0,0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
30006,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
9808,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,1,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,1,3,0
28029,23,21-30,Masculino,0,2,0,2,Outros,3800,0,0,0,0,"0,02","0,04","0,04",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
22256,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
16571,23,21-30,Masculino,0,2,0,2,Outros,2100,0,0,0,0,"0,02","0,04","0,02",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
34072,23,21-30,Masculino,0,2,0,2,Outros,6675,0,0,0,0,"0,02","0,04","0,02",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
1831,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
33482,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,0,0,1,0,0,0,0,1,2,0
785,23,21-30,Masculino,0,2,0,2,Outros,6675,0,1,188,2,"0,02","0,04","0,02",0,0,"0,07",0,0,1,0,0,0,1,1,3,0
24571,23,21-30,Masculino,0,2,0,2,Outros,3900,0,1,0,0,"0,02","0,04","0,06",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
16383,23,21-30,Masculino,0,2,0,2,Outros,6675,0,1,264,0,"0,02","0,04","0,02",0,0,"0,07",0,0,1,0,0,0,1,0,2,0
26128,23,21-30,Masculino,0,2,0,2,Outros,3000,0,0,0,0,"0,02","0,04","0,04",0,"0,02",0,0,0,1,0,0,0,0,1,2,0
22278,23,21-30,Feminino,0,2,0,2,Outros,1700,0,0,0,0,"0,02","0,04",0,0,"0,02",0,1,0,1,0,0,0,0,1,2,0
25780,23,21-30,Masculino,0,2,0,2,Outros,3500,0,1,0,0,"0,02","0,04","0,02",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
11256,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
1782,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,13,0,"0,02","0,04","0,01",0,0,0,0,0,1,0,0,0,0,0,1,0
11378,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
26832,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
22633,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
10501,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
4724,23,21-30,Feminino,0,2,0,2,Outros,2557,0,0,0,0,"0,02","0,04",0,0,"0,02",0,1,0,1,0,0,0,0,0,1,0
2129,23,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
14059,23,21-30,Feminino,0,2,0,2,Outros,2000,0,0,0,0,"0,02","0,04","0,03",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
4720,23,21-30,Masculino,0,2,0,2,Outros,10000,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,0,0,1,0,0,0,0,0,1,0
4341,23,21-30,Feminino,0,2,0,2,Outros,6622,1,0,0,0,"0,02","0,04","0,01","0,18","0,02",0,1,0,1,0,0,0,0,0,1,0
33904,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
337,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
9350,23,21-30,Feminino,0,2,0,2,Outros,6622,0,0,0,0,"0,02","0,04","0,01",0,"0,02",0,1,0,1,0,0,0,0,0,1,0
35480,23,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,02","0,04","0,01",0,"0,02","0,07",0,0,1,0,0,0,1,0,2,0
2308,23,21-30,Masculino,0,3,0,3,Outros,6675,0,0,85,0,"0,02","0,03","0,02",0,0,0,0,0,0,0,0,0,0,0,0,0
3996,23,21-30,Feminino,0,3,0,3,Outros,3500,0,1,0,1,"0,02","0,03","0,02",0,"0,02","0,07",1,0,0,0,0,0,1,1,2,0
30413,23,21-30,Feminino,0,3,0,3,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
6769,23,21-30,Masculino,0,3,0,3,Outros,3000,0,0,0,0,"0,02","0,03","0,04",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
5687,23,21-30,Masculino,0,3,0,3,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
398,23,21-30,Feminino,0,3,0,3,Outros,2557,0,0,0,0,"0,02","0,03",0,0,"0,02",0,1,0,0,0,0,0,0,0,0,0
19807,23,21-30,Masculino,1,3,0,3,Outros,6675,1,1,687,0,"0,02","0,03","0,02","0,18","0,33","0,07",0,0,0,0,0,1,1,1,3,0
18508,23,21-30,Masculino,0,3,0,3,Outros,1800,0,0,0,0,"0,02","0,03","0,05",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
29737,23,21-30,Masculino,0,3,0,3,Outros,2680,0,1,0,0,"0,02","0,03",0,0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
1012,23,21-30,Masculino,1,3,0,3,Outros,6000,4,1,0,1,"0,02","0,03","0,02","0,86","0,02","0,07",0,0,0,0,1,0,1,1,3,0
99,23,21-30,Feminino,0,3,0,3,Outros,2200,0,0,0,0,"0,02","0,03","0,07",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
23044,23,21-30,Feminino,0,3,0,3,Outros,6622,0,0,1,0,"0,02","0,03","0,01",0,"0,03",0,1,0,0,0,0,0,0,0,0,0
20319,23,21-30,Feminino,0,3,0,3,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
6476,23,21-30,Feminino,0,3,0,3,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
16614,23,21-30,Masculino,0,3,0,3,Outros,1906,0,1,0,1,"0,02","0,03",0,0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
25057,23,21-30,Masculino,0,3,0,3,Outros,6622,0,1,0,0,"0,02","0,03","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
8628,23,21-30,Masculino,0,3,0,3,Outros,3040,0,0,0,0,"0,02","0,03",0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0
16136,23,21-30,Feminino,0,3,0,3,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
18974,23,21-30,Masculino,0,4,0,4,Outros,6150,1,1,0,0,"0,02","0,03","0,08","0,18","0,02","0,07",0,0,0,0,0,0,1,0,1,0
26841,23,21-30,Feminino,0,4,0,4,Outros,6622,0,1,1,0,"0,02","0,03","0,01",0,"0,03","0,07",1,0,0,0,0,0,1,0,1,0
2991,23,21-30,Masculino,0,4,0,4,Outros,3700,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,1,1,0
11474,23,21-30,Masculino,0,4,0,4,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
16887,23,21-30,Masculino,0,4,0,4,Outros,1500,0,0,0,0,"0,02","0,03","0,02",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
31301,23,21-30,Feminino,0,4,0,4,Outros,6675,0,1,152,0,"0,02","0,03","0,02",0,0,"0,07",1,0,0,0,0,0,1,0,1,0
3546,23,21-30,Feminino,0,4,0,4,Outros,1580,0,0,0,0,"0,02","0,03",0,0,"0,02",0,1,0,0,0,0,0,0,0,0,0
15584,23,21-30,Feminino,0,4,0,4,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
20806,23,21-30,Feminino,0,4,0,4,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
22033,23,21-30,Feminino,0,4,0,4,Outros,3083,0,0,0,0,"0,02","0,03",0,0,"0,02",0,1,0,0,0,0,0,0,1,1,0
20830,23,21-30,Feminino,0,4,0,4,Outros,1700,0,0,0,0,"0,02","0,03",0,0,"0,02",0,1,0,0,0,0,0,0,0,0,0
34758,23,21-30,Feminino,0,4,0,4,Outros,2500,0,0,0,0,"0,02","0,03","0,04",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
25772,23,21-30,Masculino,0,5,0,5,Outros,1660,0,0,0,0,"0,02","0,03",0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0
5513,23,21-30,Feminino,0,5,0,5,Outros,2700,0,0,0,0,"0,02","0,03","0,04",0,"0,02",0,1,0,0,0,0,0,0,0,0,0
26602,23,21-30,Masculino,0,5,0,5,Outros,3100,0,1,0,0,"0,02","0,03","0,04",0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
27773,23,21-30,Feminino,0,5,0,5,Outros,6675,0,0,98,0,"0,02","0,03","0,02",0,0,0,1,0,0,0,0,0,0,0,0,0
3762,23,21-30,Masculino,0,5,0,5,Outros,6622,0,0,0,0,"0,02","0,03","0,01",0,"0,02",0,0,0,0,0,0,0,0,1,1,0
2167,23,21-30,Masculino,0,5,0,5,Outros,1750,0,1,0,0,"0,02","0,03",0,0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
1027,23,21-30,Masculino,0,5,1,4,Imobiliários/Outros,1666,0,1,0,0,"0,02","0,03",0,0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
31237,23,21-30,Masculino,0,5,0,5,Outros,1729,0,0,0,0,"0,02","0,03",0,0,"0,02",0,0,0,0,0,0,0,0,1,1,0
29688,23,21-30,Masculino,0,5,0,5,Outros,3400,0,0,0,0,"0,02","0,03","0,03",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
7540,23,21-30,Masculino,0,6,0,6,Outros,3229,0,0,0,0,"0,02","0,02",0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0
69,23,21-30,Masculino,0,7,0,7,Outros,6675,0,1,1092,0,"0,02","0,01","0,02",0,0,"0,07",0,0,0,0,0,0,1,0,1,0
29795,23,21-30,Masculino,0,7,0,7,Outros,2700,0,1,0,0,"0,02","0,01","0,04",0,"0,02","0,07",0,0,0,0,0,0,1,1,2,0
18888,23,21-30,Masculino,0,7,0,7,Outros,2557,0,0,0,0,"0,02","0,01",0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0
23709,23,21-30,Masculino,0,7,0,7,Outros,2500,0,0,0,0,"0,02","0,01","0,04",0,"0,02",0,0,0,0,0,0,0,0,0,0,0
17527,23,21-30,Masculino,0,8,0,8,Outros,1500,0,1,0,0,"0,02","0,01","0,02",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
8505,23,21-30,Masculino,0,8,0,8,Outros,6622,0,0,0,0,"0,02","0,01","0,01",0,"0,02",0,0,0,0,0,0,0,0,1,1,0
12567,23,21-30,Masculino,0,8,0,8,Outros,6622,0,1,0,0,"0,02","0,01","0,01",0,"0,02","0,07",0,0,0,0,0,0,1,0,1,0
15253,23,21-30,Feminino,0,8,0,8,Outros,5654,0,1,0,3,"0,02","0,01",0,0,"0,02","0,07",1,0,0,0,0,0,1,1,2,0
7058,23,21-30,Feminino,1,10,0,10,Outros,1914,4,1,0,1,"0,02","0,01",1,"0,86","0,02","0,07",1,0,0,1,1,0,1,1,4,1
29247,24,21-30,Masculino,0,0,0,0,Sem registro,2025,0,1,0,0,"0,04","0,14",0,0,"0,02","0,07",0,1,1,0,0,0,1,1,4,1
28253,24,21-30,Feminino,0,0,0,0,Sem registro,6622,0,1,0,0,"0,04","0,14","0,01",0,"0,02","0,07",1,1,1,0,0,0,1,0,3,0
23390,24,21-30,Feminino,0,0,0,0,Sem registro,6675,1,1,16,0,"0,04","0,14","0,02","0,18",0,"0,07",1,1,1,0,0,0,1,0,3,0
12589,24,21-30,Masculino,0,0,0,0,Sem registro,6622,1,1,0,0,"0,04","0,14","0,01","0,18","0,02","0,07",0,1,1,0,0,0,1,0,3,0
20605,24,21-30,Masculino,0,0,0,0,Sem registro,6675,0,1,66,0,"0,04","0,14","0,02",0,0,"0,07",0,1,1,0,0,0,1,1,4,1
25661,24,21-30,Feminino,0,0,0,0,Sem registro,6675,0,1,49,0,"0,04","0,14","0,02",0,"0,09","0,07",1,1,1,0,0,0,1,0,3,0
29590,24,21-30,Feminino,0,0,0,0,Sem registro,6622,98,1,0,0,"0,04","0,14","0,01","0,81","0,02","0,07",1,1,1,0,1,0,1,0,4,1
12542,24,21-30,Masculino,1,0,0,0,Sem registro,6675,98,1,0,0,"0,04","0,14","0,02","0,81","0,02","0,07",0,1,1,0,1,0,1,0,4,1
5323,24,21-30,Masculino,1,0,0,0,Sem registro,6675,98,1,0,0,"0,04","0,14","0,02","0,81","0,02","0,07",0,1,1,0,1,0,1,0,4,1
25244,24,21-30,Feminino,1,0,0,0,Sem registro,6675,98,1,54,0,"0,04","0,14","0,02","0,81","0,07","0,07",1,1,1,0,1,0,1,0,4,1
26777,24,21-30,Masculino,1,0,0,0,Sem registro,6622,98,1,0,0,"0,04","0,14","0,01","0,81","0,02","0,07",0,1,1,0,1,0,1,1,5,1
11279,24,21-30,Feminino,0,0,0,0,Sem registro,6675,0,1,0,0,"0,04","0,14","0,02",0,"0,02","0,07",1,1,1,0,0,0,1,0,3,0
12559,24,21-30,Feminino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",1,1,0,0,0,0,1,0,2,0
296,24,21-30,Feminino,0,1,0,1,Outros,6622,0,1,1,0,"0,04","0,03","0,01",0,"0,03","0,07",1,1,0,0,0,0,1,0,2,0
31409,24,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,04","0,03","0,01",0,"0,02",0,0,1,0,0,0,0,0,1,2,0
20399,24,21-30,Feminino,0,1,0,1,Outros,3000,0,0,0,0,"0,04","0,03","0,04",0,"0,02",0,1,1,0,0,0,0,0,0,1,0
35909,24,21-30,Masculino,0,1,0,1,Outros,2500,0,1,0,0,"0,04","0,03","0,04",0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
4165,24,21-30,Masculino,0,1,0,1,Outros,6675,0,1,520,0,"0,04","0,03","0,02",0,0,"0,07",0,1,0,0,0,0,1,1,3,0
6123,24,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
10287,24,21-30,Masculino,0,1,0,1,Outros,6675,0,1,3,0,"0,04","0,03","0,02",0,"0,04","0,07",0,1,0,0,0,0,1,0,2,0
7324,24,21-30,Feminino,0,1,0,1,Outros,6675,0,1,0,0,"0,04","0,03","0,02",0,"0,02","0,07",1,1,0,0,0,0,1,0,2,0
16873,24,21-30,Feminino,0,1,0,1,Outros,6622,0,0,6,0,"0,04","0,03","0,01",0,0,0,1,1,0,0,0,0,0,1,2,0
12573,24,21-30,Feminino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",1,1,0,0,0,0,1,1,3,0
35241,24,21-30,Feminino,1,1,0,1,Outros,6675,1,1,286,0,"0,04","0,03","0,02","0,18","0,5","0,07",1,1,0,0,0,1,1,0,3,0
11111,24,21-30,Masculino,0,1,0,1,Outros,6675,0,1,0,0,"0,04","0,03","0,02",0,"0,02","0,07",0,1,0,0,0,0,1,1,3,0
4513,24,21-30,Feminino,0,1,0,1,Outros,6622,0,0,0,0,"0,04","0,03","0,01",0,"0,02",0,1,1,0,0,0,0,0,0,1,0
1714,24,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
9700,24,21-30,Masculino,0,1,0,1,Outros,6675,0,0,19,0,"0,04","0,03","0,02",0,"0,04",0,0,1,0,0,0,0,0,0,1,0
19020,24,21-30,Masculino,0,1,0,1,Outros,6675,0,0,4,0,"0,04","0,03","0,02",0,"0,03",0,0,1,0,0,0,0,0,0,1,0
18157,24,21-30,Masculino,0,1,0,1,Outros,6622,0,0,8,0,"0,04","0,03","0,01",0,"0,03",0,0,1,0,0,0,0,0,0,1,0
12694,24,21-30,Masculino,0,1,0,1,Outros,6622,0,0,0,0,"0,04","0,03","0,01",0,"0,02",0,0,1,0,0,0,0,0,1,2,0
15966,24,21-30,Feminino,0,1,0,1,Outros,3200,0,1,0,0,"0,04","0,03","0,03",0,"0,02","0,07",1,1,0,0,0,0,1,0,2,0
1914,24,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
19978,24,21-30,Feminino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",1,1,0,0,0,0,1,1,3,0
2142,24,21-30,Masculino,0,1,0,1,Outros,6622,0,1,0,0,"0,04","0,03","0,01",0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
18594,24,21-30,Masculino,0,1,0,1,Outros,2252,0,0,0,1,"0,04","0,03",0,0,"0,02",0,0,1,0,0,0,0,0,1,2,0
8662,24,21-30,Masculino,0,1,0,1,Outros,3438,0,1,0,0,"0,04","0,03",0,0,"0,02","0,07",0,1,0,0,0,0,1,0,2,0
29739,24,21-30,Feminino,0,1,0,1,Outros,6675,0,1,503,0,"0,04","0,03","0,02",0,0,"0,07",1,1,0,0,0,0,1,0,2,0
11693,24,21-30,Feminino,0,1,0,1,Outros,4500,0,0,0,0,"0,04","0,03","0,03",0,"0,02",0,1,1,0,0,0,0,0,0,1,0
15986,24,21-30,Feminino,0,1,0,1,Outros,6622,1,1,0,1,"0,04","0,03","0,01","0,18","0,02","0,07",1,1,0,0,0,0,1,1,3,0
5361,24,21-30,Feminino,0,1,0,1,Outros,6675,0,0,0,0,"0,04","0,03","0,02",0,"0,02",0,1,1,0,0,0,0,0,0,1,0
21531,24,21-30,Masculino,0,1,0,1,Outros,2800,0,1,0,0,"0,04","0,03","0,04",0,"0,02","0,07",0,1,0,0,0,0,1,1,3,0
24946,24,21-30,Feminino,0,1,0,1,Outros,1879,0,1,0,1,"0,04","0,03",0,0,"0,02","0,07",1,1,0,0,0,0,1,1,3,0
17681,24,21-30,Feminino,0,1,0,1,Outros,6675,0,1,0,0,"0,04","0,03","0,02",0,"0,02","0,07",1,1,0,0,0,0,1,0,2,0
5037,24,21-30,Masculino,0,1,0,1,Outros,6622,1,1,0,0,"0,04","0,03","0,01","0,18","0,02","0,07",0,1,0,0,0,0,1,0,2,0
22023,24,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,04","0,04","0,01",0,"0,02",0,0,1,1,0,0,0,0,0,2,0
32963,24,21-30,Masculino,0,2,0,2,Outros,1750,0,0,0,0,"0,04","0,04",0,0,"0,02",0,0,1,1,0,0,0,0,0,2,0
24591,24,21-30,Masculino,0,2,0,2,Outros,6622,0,1,0,0,"0,04","0,04","0,01",0,"0,02","0,07",0,1,1,0,0,0,1,0,3,0
547,24,21-30,Masculino,0,2,0,2,Outros,6675,0,0,41,0,"0,04","0,04","0,02",0,0,0,0,1,1,0,0,0,0,0,2,0
10867,24,21-30,Masculino,0,2,0,2,Outros,6622,0,0,0,0,"0,04","0,04","0,01",0,"0,02",0,0,1,1,0,0,0,0,1,3,0
8604,24,21-30,Feminino,0,2,0,2,Outros,6675,0,1,137,0,"0,04","0,04","0,02",0,0,"0,07",1,1,1,0,0,0,1,0,3,0
2710,24,21-30,Feminino,0,2,0,2,Outros,6675,0,0,545,0,"0,04","0,04","0,02",0,0,0,1,1,1,0,0,0,0,0,2,0
